code,code_system,paraphrased_desc,short_desc,category,license_status,version_year
G0556,HCPCS,"ensure receipt of preventive services. ++  medication reconciliation,",,Services,free,2025
G0556,HCPCS,"management and oversight of self-management.    development, implementation,",,Services,free,2025
G0556,HCPCS,"revision, and maintenance of an electronic patient-centered comprehensive care",,Services,free,2025
G0556,HCPCS,plan with typical care plan elements when clinically relevant; ++  care plan is,,Services,free,2025
G0556,HCPCS,available timely within and outside the billing practice as appropriate to,,Services,free,2025
G0556,HCPCS,"individuals involved in the beneficiary's care, can be routinely accessed and",,Services,free,2025
G0556,HCPCS,"updated by care team/practitioner, and copy of care plan to patient/caregiver;",,Services,free,2025
G0556,HCPCS,coordination of care transitions between and among health care providers and,,Services,free,2025
G0556,HCPCS,"settings, including referrals to other clinicians and follow-up after an",,Services,free,2025
G0556,HCPCS,"emergency department visit and discharges from hospitals, skilled nursing",,Services,free,2025
G0556,HCPCS,facilities or other health care facilities as applicable; ++  ensure timely,,Services,free,2025
G0556,HCPCS,exchange of electronic health information with other practitioners and,,Services,free,2025
G0556,HCPCS,providers to support continuity of care. ++  ensure timely follow-up,,Services,free,2025
G0556,HCPCS,"communication (direct contact, telephone, electronic) with the patient and/or",,Services,free,2025
G0556,HCPCS,"caregiver after an emergency department visit and discharges from hospitals,",,Services,free,2025
G0556,HCPCS,"skilled nursing facilities, or other health care facilities, within 7 calendar",,Services,free,2025
G0556,HCPCS,"days of discharge, as clinically indicated.    ongoing communication and",,Services,free,2025
G0556,HCPCS,"coordinating receipt of needed services from practitioners, home- and",,Services,free,2025
G0556,HCPCS,"community-based service providers, community-based social service providers,",,Services,free,2025
G0556,HCPCS,"hospitals, and skilled nursing facilities (or other health care facilities),",,Services,free,2025
G0556,HCPCS,and document communication regarding the patient's psychosocial strengths and,,Services,free,2025
G0556,HCPCS,"needs, functional deficits, goals, preferences, and desired outcomes, including",,Services,free,2025
G0556,HCPCS,"cultural and linguistic factors, in the patient's medical record;    enhanced",,Services,free,2025
G0556,HCPCS,opportunities for the beneficiary and any caregiver to communicate with the,,Services,free,2025
G0556,HCPCS,care team/practitioner regarding the beneficiary's care through the use of,,Services,free,2025
G0556,HCPCS,"asynchronous non-face-to-face consultation methods other than telephone, such",,Services,free,2025
G0556,HCPCS,"as secure messaging, email, internet, or patient portal, and other",,Services,free,2025
G0556,HCPCS,"communication-technology based services, including remote evaluation of",,Services,free,2025
G0556,HCPCS,pre-recorded patient information and interprofessional telephone/internet/ehr,,Services,free,2025
G0556,HCPCS,"referral service(s), to maintain ongoing communication with patients, as",,Services,free,2025
G0556,HCPCS,appropriate; ++  ensure access to patient-initiated digital communications that,,Services,free,2025
G0556,HCPCS,"require a clinical decision, such as virtual check-ins and digital online",,Services,free,2025
G0556,HCPCS,assessment and management and e/m visits (or e-visits).      analyze patient,,Services,free,2025
G0556,HCPCS,"population data to identify gaps in care and offer additional interventions, as",,Services,free,2025
G0556,HCPCS,appropriate;    risk stratify the practice population based on defined,,Services,free,2025
G0556,HCPCS,"diagnoses, claims, or other electronic data to identify and target services to",,Services,free,2025
G0556,HCPCS,patients;     be assessed through performance measurement of primary care,,Services,free,2025
G0556,HCPCS,"quality, total cost of care, and meaningful use of certified ehr technology",,Services,free,2025
G0557,HCPCS,Advanced primary care management services for a patient with multiple (two or,Adv prim care mgmt lvl 2    13      A,Services,free,2025
G0557,HCPCS,"more) chronic conditions expected to last at least 12 months, or until the",,Services,free,2025
G0557,HCPCS,"death of the patient, which place the patient at significant risk of death,",,Services,free,2025
G0557,HCPCS,"acute exacerbation/decompensation, or functional decline, provided by clinical",,Services,free,2025
G0557,HCPCS,staff and directed by a physician or other qualified health care professional,,Services,free,2025
G0557,HCPCS,who is responsible for all primary care and serves as the continuing focal,,Services,free,2025
G0557,HCPCS,"point for all needed health care services, per calendar month, with the",,Services,free,2025
G0557,HCPCS,"following elements, as appropriate:    consent; ++  inform the patient of the",,Services,free,2025
G0557,HCPCS,availability of the service; that only one practitioner can furnish and be paid,,Services,free,2025
G0557,HCPCS,for the service during a calendar month; of the right to stop the services at,,Services,free,2025
G0557,HCPCS,any time (effective at the end of the calendar month); and that cost sharing,,Services,free,2025
G0557,HCPCS,may apply. ++  document in patient's medical record that consent was obtained.,,Services,free,2025
G0557,HCPCS,initiation during a qualifying visit for new patients or patients not seen,,Services,free,2025
G0557,HCPCS,within 3 years;    provide 24/7 access for urgent needs to care,,Services,free,2025
G0557,HCPCS,"team/practitioner, including providing patients/caregivers with a way to",,Services,free,2025
G0557,HCPCS,contact health care professionals in the practice to discuss urgent needs,,Services,free,2025
G0557,HCPCS,regardless of the time of day or day of week;    continuity of care with a,,Services,free,2025
G0557,HCPCS,designated member of the care team with whom the patient is able to schedule,,Services,free,2025
G0557,HCPCS,successive routine appointments;     deliver care in alternative ways to,,Services,free,2025
G0557,HCPCS,"traditional office visits to best meet the patient's needs, such as home visits",,Services,free,2025
G0557,HCPCS,and/or expanded hours;    overall comprehensive care management; ++  systematic,,Services,free,2025
G0557,HCPCS,needs assessment (medical and psychosocial). ++  system-based approaches to,,Services,free,2025
G0557,HCPCS,"ensure receipt of preventive services. ++  medication reconciliation,",,Services,free,2025
G0557,HCPCS,"management and oversight of self-management.    development, implementation,",,Services,free,2025
G0557,HCPCS,"revision, and maintenance of an electronic patient-centered comprehensive care",,Services,free,2025
G0557,HCPCS,plan;  ++  care plan is available timely within and outside the billing,,Services,free,2025
G0557,HCPCS,"practice as appropriate to individuals involved in the beneficiary's care, can",,Services,free,2025
G0557,HCPCS,"be routinely accessed and updated by care team/practitioner, and copy of care",,Services,free,2025
G0557,HCPCS,plan to patient/caregiver;    coordination of care transitions between and,,Services,free,2025
G0557,HCPCS,"among health care providers and settings, including referrals to other",,Services,free,2025
G0557,HCPCS,clinicians and follow-up after an emergency department visit and discharges,,Services,free,2025
G0557,HCPCS,"from hospitals, skilled nursing facilities or other health care facilities as",,Services,free,2025
G0557,HCPCS,applicable; ++  ensure timely exchange of electronic health information with,,Services,free,2025
G0557,HCPCS,other practitioners and providers to support continuity of care. ++  ensure,,Services,free,2025
G0557,HCPCS,"timely follow-up communication (direct contact, telephone, electronic) with the",,Services,free,2025
G0557,HCPCS,patient and/or caregiver after an emergency department visit and discharges,,Services,free,2025
G0557,HCPCS,"from hospitals, skilled nursing facilities, or other health care facilities,",,Services,free,2025
G0557,HCPCS,"within 7 calendar days of discharge, as clinically indicated.    ongoing",,Services,free,2025
G0557,HCPCS,"communication and coordinating receipt of needed services from practitioners,",,Services,free,2025
G0557,HCPCS,"home- and community-based service providers, community-based social service",,Services,free,2025
G0557,HCPCS,"providers, hospitals, and skilled nursing facilities (or other health care",,Services,free,2025
G0557,HCPCS,"facilities), and document communication regarding the patient's psychosocial",,Services,free,2025
G0557,HCPCS,"strengths and needs, functional deficits, goals, preferences, and desired",,Services,free,2025
G0557,HCPCS,"outcomes, including cultural and linguistic factors, in the patient's medical",,Services,free,2025
G0557,HCPCS,record;    enhanced opportunities for the beneficiary and any caregiver to,,Services,free,2025
G0557,HCPCS,communicate with the care team/practitioner regarding the beneficiary's care,,Services,free,2025
G0557,HCPCS,through the use of asynchronous non-face-to-face consultation methods other,,Services,free,2025
G0557,HCPCS,"than telephone, such as secure messaging, email, internet, or patient portal,",,Services,free,2025
G0557,HCPCS,"and other communication-technology based services, including remote evaluation",,Services,free,2025
G0557,HCPCS,of pre-recorded patient information and interprofessional,,Services,free,2025
G0557,HCPCS,"telephone/internet/ehr referral service(s), to maintain ongoing communication",,Services,free,2025
G0557,HCPCS,"with patients, as appropriate; ++  ensure access to patient-initiated digital",,Services,free,2025
G0557,HCPCS,"communications that require a clinical decision, such as virtual check-ins and",,Services,free,2025
G0557,HCPCS,digital online assessment and management and e/m visits (or e-visits).,,Services,free,2025
G0557,HCPCS,analyze patient population data to identify gaps in care and offer additional,,Services,free,2025
G0557,HCPCS,"interventions, as appropriate;    risk stratify the practice population based",,Services,free,2025
